Munic?pio,confirmed,deaths,estimated_population_2019,indice de Gini,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educacao 2010
Juqui?,10,0,18812,"0,4947","0,709","0,68","0,791","0,662"
Juquitiba,35,3,31444,"0,5159","0,669","0,601","0,808","0,617"
Jurema,17,0,15378,"0,5592","0,555","0,511","0,767","0,435"
Juripiranga,86,1,10756,"0,5403","0,57","0,552","0,758","0,443"
Juru,4,0,9867,"0,5185","0,522","0,538","0,704","0,376"
Juru?,37,0,14712,"0,6056","0,723","0,794","0,86","0,553"
Juruti,56,6,57943,"0,603","0,714","0,678","0,842","0,637"
Juscimeira,3,0,11221,"0,4427","0,571","0,544","0,72","0,476"
Jussara,1,0,18478,"0,5237","0,743","0,768","0,842","0,635"
Jussara,1,1,7013,"0,5237","0,743","0,768","0,842","0,635"
Jussari,2,0,5833,"0,5263","0,602","0,6","0,736","0,493"
Jussiape,1,0,6186,"0,4587","0,516","0,528","0,766","0,34"
Juta?,111,9,14317,"0,694","0,623","0,646","0,77","0,485"
Kalor?,1,0,4100,"0,3967","0,531","0,538","0,744","0,374"
L?brea,48,0,46069,"0,5991","0,781","0,763","0,883","0,708"
Ladainha,3,0,18111,"0,5624","0,704","0,687","0,822","0,618"
Lad?rio,11,0,23331,"0,5344","0,599","0,576","0,771","0,483"
Lafaiete Coutinho,2,0,3724,"0,5143","0,718","0,692","0,839","0,637"
Lagamar,4,0,7613,"0,5023","0,625","0,613","0,775","0,515"
Lagarto,128,3,104408,"0,5069","0,77","0,755","0,867","0,697"
Lages,63,0,157544,"0,5592","0,589","0,561","0,724","0,502"
Lago da Pedra,283,18,50266,"0,5615","0,581","0,537","0,741","0,492"
Lago do Junco,11,0,10840,"0,6074","0,602","0,555","0,737","0,534"
Lago dos Rodrigues,25,1,8873,"0,4774","0,557","0,508","0,731","0,466"
Lago Verde,43,0,16257,"0,5135","0,563","0,533","0,747","0,448"
Lagoa,3,0,4666,"0,4543","0,55","0,538","0,728","0,425"
Lagoa da Canoa,11,2,17852,"0,5269","0,627","0,63","0,787","0,496"
Lagoa da Confus?o,1,0,13357,"0,5102","0,732","0,72","0,832","0,655"
Lagoa da Prata,63,0,52165,"0,4607","0,601","0,58","0,739","0,507"
Lagoa d'Anta,1,0,6769,"0,5408","0,57","0,539","0,772","0,444"
Lagoa de Dentro,7,0,7719,"0,5308","0,602","0,555","0,774","0,509"
Lagoa de Itaenga,43,4,21429,"0,4681","0,553","0,529","0,734","0,436"
Lagoa de Pedras,3,1,7544,"0,5186","0,529","0,499","0,743","0,4"
Lagoa de S?o Francisco,1,0,6758,"0,5271","0,589","0,566","0,789","0,458"
Lagoa de Velhos,1,0,2732,"0,4248","0,502","0,474","0,744","0,358"
Lagoa do Barro do Piau?,8,0,4655,"0,5974","0,609","0,566","0,789","0,505"
Lagoa do Carro,43,5,18071,"0,455","0,566","0,525","0,726","0,475"
Lagoa do Mato,1,0,11250,"0,527","0,525","0,536","0,733","0,369"
Lagoa do Ouro,3,0,13145,"0,5188","0,583","0,548","0,778","0,464"
Lagoa do Piau?,17,1,4064,"0,4685","0,541","0,504","0,745","0,421"
Lagoa do S?tio,2,0,5177,"0,555","0,579","0,543","0,758","0,471"
Lagoa do Tocantins,0,0,4316,"0,6189","0,551","0,555","0,725","0,416"
Lagoa dos Gatos,22,2,16290,"0,5057","0,634","0,593","0,773","0,556"
Lagoa Dourada,0,0,13009,"0,5345","0,703","0,717","0,832","0,582"
Lagoa Formosa,1,0,18052,"0,5019","0,679","0,678","0,812","0,568"
Lagoa Grande,5,1,25601,"0,5267","0,597","0,581","0,705","0,52"
Lagoa Grande do Maranh?o,6,0,11394,"0,5471","0,585","0,542","0,764","0,483"
Lagoa Nova,3,0,15614,"0,5081","0,545","0,535","0,764","0,395"
Lagoa Salgada,3,0,8245,"0,5532","0,74","0,733","0,868","0,638"
Lagoa Santa,19,0,64527,"0,5874","0,777","0,79","0,857","0,693"
Lagoa Seca,74,2,27503,"0,5561","0,738","0,734","0,885","0,62"
Lagoa Vermelha,21,1,27807,"0,5135","0,643","0,641","0,822","0,505"
Laguna,16,1,45814,"0,4483","0,672","0,676","0,822","0,545"
Laje,6,0,23840,"0,5141","0,668","0,649","0,8","0,575"
Laje do Muria?,5,0,7355,"0,4778","0,778","0,796","0,84","0,704"
Lajeado,1290,16,84014,"0,597","0,675","0,673","0,798","0,573"
Lajeado,1,0,3134,"0,597","0,675","0,673","0,798","0,573"
Lajeado Grande,2,0,1427,"0,4368","0,589","0,561","0,738","0,494"
Lajeado Novo,1,0,7550,"0,598","0,632","0,652","0,778","0,497"
Lajed?o,2,0,3955,"0,5853","0,546","0,522","0,753","0,413"
Lajedo,27,1,40288,"0,5094","0,584","0,545","0,764","0,479"
Lajedo do Tabocal,7,0,8562,"0,4713","0,624","0,578","0,756","0,557"
Lajes,3,0,11277,"0,4949","0,625","0,559","0,769","0,568"
Lajes Pintadas,7,0,4759,"0,4569","0,661","0,659","0,81","0,541"
Lajinha,4,0,19923,"0,5123","0,518","0,501","0,747","0,372"
Lamar?o,1,0,8307,"0,5027","0,711","0,693","0,871","0,596"
Lambari,9,0,20814,"0,4933","0,627","0,67","0,787","0,467"
Lambari D'Oeste,2,0,6121,"0,4872","0,655","0,623","0,828","0,546"
Landri Sales,4,0,5295,"0,5727","0,706","0,696","0,848","0,595"
Lapa,4,0,48163,"0,4947","0,596","0,55","0,755","0,51"
Lap?o,0,0,27223,"0,5264","0,656","0,633","0,81","0,55"
Laranja da Terra,16,0,10947,"0,4755","0,714","0,694","0,857","0,613"
Laranjal,2,0,6810,"0,5139","0,585","0,581","0,79","0,436"
Laranjal do Jari,1378,33,50410,"0,5606","0,729","0,732","0,829","0,639"
Laranjal Paulista,25,2,28516,"0,4197","0,642","0,589","0,772","0,582"
Laranjeiras,19,2,29826,"0,5351","0,706","0,709","0,835","0,594"
Laranjeiras do Sul,2,0,32073,"0,5462","0,629","0,614","0,795","0,511"
Lassance,1,0,6512,"0,4577","0,533","0,532","0,747","0,38"
Lastro,1,0,2737,"0,4533","0,749","0,742","0,855","0,662"
Laurentino,1,0,6970,"0,3614","0,754","0,781","0,827","0,663"
Lauro de Freitas,427,7,198440,"0,6519","0,735","0,714","0,822","0,677"
Lauro Muller,1,0,15244,"0,3843","0,66","0,598","0,775","0,62"
Lavandeira,0,0,1923,"0,5088","0,721","0,698","0,82","0,655"
Lav?nia,1,0,11980,"0,3885","0,782","0,757","0,88","0,719"
Lavras,20,2,103773,"0,5103","0,613","0,576","0,778","0,515"
Lavras da Mangabeira,18,1,31508,"0,5868","0,699","0,683","0,868","0,577"
Lavras do Sul,1,0,7480,"0,4998","0,729","0,665","0,823","0,707"
Lavrinhas,2,1,7260,"0,5808","0,71","0,707","0,875","0,579"
Leme,32,3,103391,"0,4806","0,67","0,602","0,779","0,64"
Len??is Paulista,231,7,68432,"0,4426","0,686","0,74","0,818","0,533"
Leopoldina,24,1,52587,"0,504","0,659","0,665","0,812","0,529"
Leopoldo de Bulh?es,4,0,7647,"0,4494","0,707","0,657","0,812","0,663"
Le?polis,4,0,3954,"0,3898","0,685","0,68","0,81","0,583"
Lic?nio de Almeida,5,0,12388,"0,4544","0,68","0,657","0,802","0,598"
Lima Campos,149,1,11893,"0,5596","0,71","0,705","0,861","0,59"
Lima Duarte,16,0,16698,"0,5921","0,775","0,761","0,852","0,719"
Limeira,155,4,306114,"0,4956","0,71","0,693","0,834","0,62"
Limoeiro,144,17,56250,"0,5282","0,58","0,575","0,742","0,457"
Limoeiro de Anadia,11,1,28635,"0,564","0,541","0,493","0,754","0,425"
Limoeiro do Ajuru,175,6,28935,"0,5793","0,682","0,633","0,804","0,623"
Limoeiro do Norte,260,5,59540,"0,5055","0,666","0,652","0,769","0,588"
Lindoeste,1,0,4676,"0,5291","0,742","0,722","0,864","0,654"
Lind?ia,3,0,7980,"0,4059","0,743","0,747","0,865","0,636"
Lind?ia do Sul,56,0,4563,"0,4295","0,712","0,712","0,842","0,601"
Linhares,145,6,173555,"0,5243","0,786","0,762","0,869","0,733"
Lins,29,6,78013,"0,4601","0,566","0,523","0,732","0,473"
Livramento,0,0,7256,"0,5106","0,611","0,587","0,793","0,491"
Livramento de Nossa Senhora,4,0,45732,"0,5378","0,57","0,584","0,765","0,415"
Lizarda,1,1,3740,"0,7596","0,725","0,724","0,815","0,645"
Loanda,2,0,23086,"0,4721","0,744","0,708","0,841","0,692"
Lobato,1,0,4787,"0,3836","0,583","0,544","0,776","0,47"
Logradouro,11,0,4332,"0,4282","0,778","0,789","0,837","0,712"
Londrina,375,21,569733,"0,5226","0,646","0,589","0,794","0,577"
Lontras,2,0,12130,"0,3777","0,766","0,736","0,856","0,713"
Lorena,44,3,88706,"0,531","0,582","0,516","0,771","0,495"
Loreto,0,0,12157,"0,5399","0,742","0,697","0,816","0,717"
Louveira,59,2,48885,"0,519","0,768","0,766","0,833","0,71"
Lucas do Rio Verde,74,2,65534,"0,4786","0,752","0,728","0,841","0,695"
Luc?lia,31,5,21747,"0,4711","0,583","0,577","0,734","0,469"
Lucena,54,1,13080,"0,5625","0,733","0,736","0,809","0,662"
Luciara,1,0,2077,"0,4491","0,646","0,624","0,785","0,551"
Lucr?cia,3,0,3996,"0,6169","0,731","0,709","0,822","0,671"
Lu?s Ant?nio,5,0,14947,"0,4275","0,541","0,544","0,73","0,398"
Lu?s Correia,35,2,30311,"0,5942","0,588","0,541","0,734","0,512"
Lu?s Domingues,7,1,6951,"0,6087","0,716","0,754","0,826","0,59"
Lu?s Eduardo Magalh?es,20,0,87519,"0,6337","0,608","0,545","0,776","0,531"
Lu?s Gomes,2,0,10116,"0,5555","0,608","0,61","0,809","0,455"
Luiz Alves,2,0,12859,"0,4479","0,668","0,659","0,781","0,58"
Luiziana,1,1,7262,"0,4857","0,702","0,682","0,815","0,623"
Lupion?polis,0,0,4920,"0,4883","0,72","0,67","0,846","0,659"
Lut?cia,1,0,2649,"0,4316","0,724","0,723","0,833","0,63"
Luzerna,2,0,5685,"0,4292","0,701","0,689","0,831","0,602"
Luzi?nia,75,4,208299,"0,5128","0,545","0,55","0,7","0,42"
Luzil?ndia,18,1,25486,"0,5146","0,639","0,593","0,726","0,605"
Luzin?polis,2,0,3108,"0,4964","0,764","0,792","0,828","0,681"
Maca?,720,24,256672,"0,5664","0,64","0,613","0,784","0,545"
Maca?ba,107,5,80792,"0,5101","0,524","0,515","0,78","0,358"
Macambira,6,0,6919,"0,4323","0,733","0,723","0,82","0,663"
Macap?,4992,127,503327,"0,6037","0,609","0,571","0,778","0,508"
Macaparana,26,2,25376,"0,5139","0,605","0,607","0,782","0,466"
Macarani,1,1,18755,"0,4713","0,77","0,763","0,859","0,697"
Macatuba,25,1,17163,"0,5506","0,665","0,65","0,792","0,572"
Macau,46,0,31814,"0,5078","0,743","0,72","0,844","0,676"
Macaubal,4,0,8120,"0,4308","0,609","0,557","0,791","0,513"
Maced?nia,0,0,3698,"0,4264","0,721","0,739","0,799","0,635"
Macei?,5107,262,1018948,"0,6378","0,64","0,607","0,783","0,552"
Machadinho,5,0,5445,"0,518","0,596","0,629","0,755","0,446"
Machadinho D'Oeste,2,0,39991,"0,5596","0,715","0,719","0,848","0,6"
Machado,2,0,42133,"0,5218","0,578","0,541","0,767","0,466"
Machados,11,3,16088,"0,5063","0,662","0,675","0,806","0,533"
Macuco,4,0,5599,"0,5203","0,604","0,547","0,748","0,539"
Madalena,54,3,19691,"0,5793","0,563","0,472","0,772","0,489"
Madeiro,3,1,8310,"0,5404","0,708","0,67","0,794","0,667"
Madre de Deus,21,0,21093,"0,5631","0,699","0,667","0,856","0,598"
M?e d'?gua,2,0,4009,"0,5019","0,599","0,615","0,763","0,458"
M?e do Rio,147,12,30077,"0,5886","0,538","0,565","0,751","0,368"
Mafra,6,0,56292,"0,494","0,597","0,524","0,801","0,507"
Magalh?es Barata,53,5,8548,"0,5478","0,567","0,502","0,729","0,499"
Magalh?es de Almeida,41,0,19826,"0,5924","0,753","0,724","0,823","0,717"
Magda,8,0,3119,"0,4433","0,709","0,685","0,832","0,626"
Mag?,599,89,245071,"0,5082","0,576","0,586","0,69","0,472"
Maiquinique,5,0,10112,"0,4703","0,572","0,575","0,744","0,438"
Mairi,1,0,18676,"0,5096","0,743","0,721","0,831","0,684"
Mairinque,41,3,47150,"0,4804","0,788","0,767","0,881","0,723"
Mairipor?,131,13,100179,"0,581","0,745","0,748","0,854","0,648"
Major Isidoro,22,1,19804,"0,549","0,617","0,573","0,774","0,529"
Malacacheta,1,0,18650,"0,5399","0,562","0,532","0,734","0,454"
Malhada dos Bois,6,0,3682,"0,4686","0,587","0,587","0,781","0,442"
Malhador,13,0,12618,"0,4563","0,708","0,681","0,809","0,645"
Mallet,2,0,13630,"0,4737","0,642","0,62","0,8","0,533"
Malta,11,0,5759,"0,5824","0,585","0,585","0,756","0,453"
Mamanguape,145,3,44882,"0,5411","0,626","0,61","0,816","0,494"
Mambor?,4,0,13132,"0,5072","0,618","0,565","0,779","0,537"
Mamonas,1,0,6543,"0,4603","0,649","0,65","0,813","0,517"
Manacapuru,2259,89,97377,"0,5688","0,543","0,537","0,698","0,426"
Mana?ra,2,0,10955,"0,5345","0,596","0,556","0,748","0,51"
Manaquiri,124,6,32105,"0,5766","0,487","0,477","0,682","0,354"
Manaus,17492,1349,2182763,"0,6334","0,625","0,58","0,77","0,546"
M?ncio Lima,23,0,18977,"0,6102","0,718","0,717","0,825","0,625"
Mandagua?u,6,0,22819,"0,4094","0,751","0,732","0,84","0,689"
Mandaguari,3,1,34400,"0,4513","0,655","0,677","0,807","0,515"
Mandirituba,13,0,26869,"0,4767","0,739","0,73","0,818","0,675"
Manduri,6,0,9846,"0,4809","0,645","0,642","0,805","0,52"
Mangaratiba,112,6,44468,"0,5321","0,688","0,695","0,811","0,579"
Mangueirinha,4,0,16714,"0,5789","0,689","0,692","0,839","0,563"
Manhua?u,20,2,90229,"0,5063","0,697","0,679","0,846","0,589"
Manhumirim,0,0,22707,"0,4914","0,582","0,58","0,747","0,456"
Manicor?,58,2,55751,"0,6074","0,573","0,534","0,758","0,466"
Manoel Em?dio,1,1,5349,"0,5585","0,716","0,725","0,806","0,628"
Manoel Ribas,7,1,13502,"0,5999","0,551","0,586","0,767","0,373"
Manoel Urbano,0,0,9459,"0,5939","0,655","0,686","0,766","0,534"
Manoel Vitorino,7,1,13240,"0,5144","0,599","0,503","0,752","0,568"
Mantena,33,0,27644,"0,5233","0,657","0,636","0,81","0,551"
Manten?polis,3,1,15350,"0,5284","0,682","0,695","0,88","0,519"
Maquin?,8,0,6714,"0,4303","0,684","0,694","0,825","0,558"
Mar de Espanha,23,3,12814,"0,404","0,577","0,54","0,766","0,465"
Mar Vermelho,4,0,3514,"0,4801","0,691","0,68","0,838","0,579"
Mara Rosa,7,1,9503,"0,4864","0,498","0,466","0,763","0,348"
Mara?,83,1,18224,"0,6977","0,668","0,673","0,785","0,564"
Marab?,367,88,279349,"0,5978","0,677","0,65","0,809","0,591"
Maraca?um?,181,1,21395,"0,4833","0,771","0,711","0,85","0,758"
Maracaj?,12,0,7293,"0,5043","0,736","0,744","0,873","0,613"
Maracaju,1,0,47083,"0,567","0,57","0,534","0,764","0,454"
Maracan?,73,8,29473,"0,6026","0,686","0,617","0,788","0,665"
Maracana?,1467,106,227886,"0,4423","0,607","0,577","0,747","0,519"
Marac?s,3,0,20834,"0,5178","0,574","0,556","0,766","0,443"
Maragogi,85,5,32704,"0,5385","0,621","0,582","0,793","0,518"
Maragogipe,12,1,44677,"0,5741","0,534","0,541","0,698","0,403"
Maraial,5,3,11345,"0,5489","0,452","0,4","0,774","0,299"
Maraj? do Sena,1,0,7792,"0,6256","0,659","0,587","0,788","0,618"
Maranguape,553,46,128978,"0,4666","0,55","0,497","0,719","0,465"
Maranh?ozinho,89,0,16265,"0,5196","0,609","0,57","0,76","0,521"
Marapanim,106,9,28336,"0,5487","0,752","0,736","0,852","0,679"
Marapoama,0,0,3031,"0,4231","0,697","0,729","0,862","0,54"
Marat?,4,0,2691,"0,3455","0,696","0,676","0,847","0,588"
Marata?zes,216,14,38499,"0,5311","0,593","0,643","0,801","0,404"
Marau,188,4,44161,"0,4389","0,774","0,773","0,857","0,699"
Mara?,7,2,20570,"0,713","0,569","0,539","0,742","0,46"
Maravilha,5,0,9163,"0,5798","0,781","0,758","0,886","0,708"
Maravilha,19,0,25762,"0,5798","0,781","0,758","0,886","0,708"
Marca??o,7,0,8558,"0,5192","0,701","0,7","0,813","0,604"
Marcel?ndia,0,0,10499,"0,5585","0,724","0,735","0,834","0,618"
Marcelino Ramos,5,0,4402,"0,4715","0,609","0,571","0,776","0,51"
Marcion?lio Souza,1,0,10406,"0,5113","0,612","0,564","0,734","0,553"
Marco,60,0,27361,"0,541","0,562","0,578","0,7","0,438"
Marcol?ndia,6,0,8492,"0,4891","0,59","0,58","0,717","0,494"
Marcos Parente,4,0,4549,"0,4947","0,774","0,782","0,842","0,704"
Marechal C?ndido Rondon,4,0,52944,"0,5416","0,642","0,641","0,793","0,52"
Marechal Deodoro,280,10,51901,"0,6112","0,71","0,715","0,849","0,589"
Marechal Floriano,98,1,16694,"0,4977","0,501","0,479","0,726","0,361"
Marechal Thaumaturgo,77,0,18867,"0,5938","0,743","0,748","0,862","0,636"
Marema,2,0,1797,"0,4052","0,548","0,553","0,692","0,429"
Mari,106,4,21837,"0,4766","0,702","0,646","0,842","0,637"
Maria da F?,2,0,14095,"0,4863","0,703","0,68","0,842","0,607"
Maria Helena,12,0,5677,"0,4171","0,735","0,733","0,814","0,666"
Marialva,1,0,35496,"0,4399","0,742","0,705","0,874","0,664"
Mariana,164,6,60724,"0,5116","0,701","0,701","0,866","0,568"
Mariano Moro,8,0,2031,"0,4687","0,631","0,63","0,792","0,504"
Marian?polis do Tocantins,3,0,5175,"0,5329","0,718","0,684","0,83","0,651"
Mari?polis,1,0,4084,"0,3846","0,597","0,581","0,751","0,487"
Maribondo,26,1,13264,"0,4927","0,765","0,761","0,85","0,692"
Maric?,436,29,161207,"0,5098","0,615","0,609","0,781","0,488"
Maril?ndia,9,0,12833,"0,3896","0,691","0,664","0,831","0,599"
Maril?ndia do Sul,1,0,8836,"0,4443","0,681","0,651","0,828","0,585"
Marilena,10,0,7076,"0,3613","0,798","0,768","0,854","0,776"
Mar?lia,62,1,238882,"0,5117","0,639","0,653","0,794","0,504"
Maring?,156,6,423666,"0,4937","0,731","0,681","0,825","0,694"
M?rio Campos,19,1,15416,"0,4741","0,698","0,717","0,804","0,591"
Mari?polis,4,0,6610,"0,4859","0,758","0,736","0,866","0,684"
Marip? de Minas,2,0,2973,"0,4235","0,676","0,621","0,793","0,628"
Marituba,409,42,131521,"0,4477","0,608","0,582","0,753","0,512"
Mariz?polis,3,1,6617,"0,5174","0,657","0,629","0,838","0,537"
Marli?ria,5,0,4039,"0,4115","0,722","0,73","0,842","0,613"
Marques de Souza,6,0,4009,"0,4187","0,614","0,615","0,814","0,463"
Martinho Campos,1,1,13388,"0,4535","0,599","0,541","0,76","0,522"
Martin?pole,5,0,11233,"0,6002","0,721","0,703","0,832","0,641"
Martin?polis,6,1,26461,"0,4551","0,622","0,58","0,772","0,538"
Martins,2,0,8725,"0,4958","0,635","0,619","0,809","0,512"
Maruim,18,0,17213,"0,4994","0,721","0,705","0,826","0,643"
Marumbi,2,0,4679,"0,4602","0,699","0,692","0,822","0,601"
Mascote,1,0,13822,"0,6026","0,616","0,541","0,778","0,554"
Massap?,371,13,38737,"0,4731","0,525","0,514","0,73","0,386"
Massaranduba,22,0,13918,"0,4654","0,774","0,749","0,867","0,714"
Massaranduba,1,1,16916,"0,4654","0,774","0,749","0,867","0,714"
Mata de S?o Jo?o,35,0,46583,"0,5866","0,504","0,506","0,685","0,369"
Mata Grande,0,0,25216,"0,5747","0,57","0,483","0,776","0,494"
Mata Roma,37,2,16829,"0,5793","0,581","0,581","0,749","0,45"
Mat?o,23,0,83170,"0,531","0,536","0,533","0,675","0,427"
Mataraca,24,0,8434,"0,501","0,607","0,586","0,823","0,463"
Mateiros,0,0,2684,"0,5279","0,725","0,715","0,831","0,642"
Matel?ndia,1,0,17943,"0,4644","0,597","0,557","0,769","0,497"
Materl?ndia,1,1,4459,"0,4798","0,704","0,688","0,839","0,604"
Mateus Leme,5,1,31086,"0,5137","0,612","0,596","0,795","0,483"
Mathias Lobato,1,0,3203,"0,5777","0,72","0,703","0,862","0,616"
Matias Barbosa,4,0,14468,"0,497","0,616","0,584","0,799","0,501"
Matias Cardoso,2,0,11157,"0,5709","0,562","0,521","0,779","0,438"
Matias Ol?mpio,3,1,10936,"0,5204","0,572","0,538","0,74","0,469"
Matinha,124,0,23370,"0,6046","0,541","0,531","0,747","0,4"
Matinhas,14,0,4500,"0,4411","0,743","0,743","0,834","0,662"
Matinhos,6,0,34720,"0,4922","0,631","0,63","0,78","0,511"
Matip?,3,0,18908,"0,4889","0,727","0,752","0,839","0,608"
Mato Castelhano,2,1,2540,"0,5613","0,565","0,566","0,76","0,419"
Mato Grosso,3,0,2908,"0,4691","0,746","0,721","0,853","0,676"
Mato Leit?o,7,0,4515,"0,3634","0,717","0,702","0,87","0,603"
Mat?es,3,0,33782,"0,564","0,533","0,452","0,768","0,436"
Mat?es do Norte,14,0,16745,"0,5754","0,657","0,63","0,831","0,541"
Matozinhos,9,0,37820,"0,4415","0,679","0,651","0,84","0,572"
Matriz de Camaragibe,43,2,24642,"0,4809","0,716","0,706","0,824","0,631"
Matup?,7,0,16566,"0,5597","0,572","0,54","0,73","0,474"
Matur?ia,10,0,6569,"0,5226","0,707","0,744","0,859","0,552"
Mau?,992,59,472912,"0,458","0,652","0,661","0,793","0,529"
Mau?s,676,28,63905,"0,6452","0,677","0,682","0,823","0,554"
Mauril?ndia,2,0,14080,"0,4242","0,58","0,542","0,724","0,498"
Mauril?ndia do Tocantins,13,0,3426,"0,5227","0,605","0,544","0,772","0,526"
Mauriti,64,7,47962,"0,5618","0,608","0,582","0,764","0,506"
Maxaranguape,5,1,12371,"0,5258","0,699","0,699","0,825","0,591"
Maximiliano de Almeida,0,0,4377,"0,4461","0,592","0,609","0,758","0,449"
Mazag?o,244,3,21632,"0,6509","0,711","0,722","0,851","0,584"
Medeiros Neto,4,0,22688,"0,5434","0,763","0,762","0,849","0,686"
Medianeira,18,0,46198,"0,4896","0,582","0,605","0,8","0,408"
Medicil?ndia,65,1,31597,"0,6138","0,624","0,624","0,821","0,475"
Medina,10,0,20820,"0,5871","0,738","0,734","0,808","0,679"
Meleiro,16,0,7015,"0,4347","0,418","0,454","0,776","0,207"
Melga?o,68,6,27654,"0,5537","0,736","0,707","0,806","0,7"
Mendes,19,1,18614,"0,4938","0,626","0,617","0,768","0,518"
Mendon?a,5,0,5490,"0,3691","0,74","0,708","0,843","0,68"
Meridiano,1,0,3836,"0,4053","0,618","0,559","0,761","0,554"
Meruoca,41,3,15057,"0,4733","0,724","0,674","0,847","0,666"
Mesquita,4,0,5605,"0,4773","0,737","0,704","0,839","0,678"
Mesquita,494,54,176103,"0,4773","0,737","0,704","0,839","0,678"
Messias,32,2,17856,"0,5022","0,644","0,608","0,779","0,565"
Messias Targino,2,0,4601,"0,4456","0,539","0,533","0,742","0,396"
Miguel Alves,46,0,33760,"0,6","0,586","0,571","0,745","0,472"
Miguel Calmon,2,1,26023,"0,548","0,623","0,579","0,782","0,533"
Miguel Pereira,14,1,25538,"0,5602","0,741","0,712","0,863","0,661"
Miguel?polis,5,0,22226,"0,458","0,622","0,59","0,789","0,518"
Milagres,19,0,27512,"0,4732","0,628","0,561","0,777","0,569"
Milagres do Maranh?o,21,0,8464,"0,5357","0,626","0,56","0,784","0,558"
Milh?,25,1,13155,"0,5415","0,508","0,476","0,772","0,357"
Milton Brand?o,0,0,6613,"0,5526","0,665","0,656","0,825","0,543"
Mimoso do Sul,71,0,26153,"0,4987","0,707","0,691","0,803","0,637"
Mina?u,4,0,29070,"0,5469","0,563","0,541","0,767","0,43"
Minador do Negr?o,2,0,5329,"0,5411","0,681","0,743","0,826","0,514"
Minas do Le?o,6,0,8075,"0,627","0,633","0,6","0,802","0,528"
Minas Novas,2,0,31484,"0,5014","0,658","0,631","0,805","0,56"
Mineiros,28,0,66801,"0,5645","0,73","0,719","0,823","0,658"
Mineiros do Tiet?,10,1,12908,"0,4026","0,638","0,647","0,776","0,518"
Ministro Andreazza,1,0,9660,"0,5588","0,743","0,697","0,806","0,731"
Mirabela,7,0,13589,"0,4864","0,697","0,645","0,803","0,655"
Miracatu,33,4,19779,"0,509","0,713","0,696","0,805","0,646"
Miracema,22,0,27174,"0,5084","0,684","0,675","0,82","0,579"
Miracema do Tocantins,6,0,18248,"0,557","0,545","0,485","0,74","0,451"
Mirador,16,0,21015,"0,6466","0,68","0,656","0,8","0,599"
Mirador,14,1,2213,"0,6466","0,68","0,656","0,8","0,599"
Miradouro,9,1,10754,"0,5215","0,725","0,744","0,837","0,613"
Miragua?,1,0,4925,"0,6723","0,68","0,663","0,837","0,567"
Mira?,11,0,15014,"0,4561","0,592","0,51","0,778","0,523"
Mira?ma,14,2,13818,"0,6448","0,632","0,638","0,782","0,507"
Miranda,1,0,28013,"0,5526","0,61","0,55","0,751","0,55"
Miranda do Norte,129,0,28381,"0,4752","0,591","0,512","0,769","0,525"
Mirand?polis,35,4,29564,"0,4668","0,542","0,512","0,685","0,454"
Mirangaba,2,0,18338,"0,5183","0,662","0,633","0,804","0,571"
Miranorte,14,2,13434,"0,4956","0,527","0,524","0,722","0,386"
Mirante,3,1,8641,"0,5217","0,643","0,673","0,8","0,494"
Mirante da Serra,16,1,10947,"0,6102","0,724","0,67","0,841","0,674"
Mirante do Paranapanema,0,0,18259,"0,5054","0,748","0,694","0,854","0,707"
Mirassol,24,1,59824,"0,4659","0,704","0,723","0,816","0,592"
Mirassol d'Oeste,14,1,27739,"0,5562","0,738","0,704","0,829","0,69"
Mirinzal,25,5,14962,"0,516","0,711","0,714","0,828","0,608"
Missal,3,0,10702,"0,4679","0,622","0,579","0,754","0,552"
Miss?o Velha,41,0,35393,"0,5758","0,575","0,539","0,754","0,467"
Mocajuba,284,6,31136,"0,5921","0,762","0,756","0,827","0,709"
Mococa,42,3,68885,"0,5392","0,76","0,751","0,886","0,659"
Moeda,6,0,4919,"0,4385","0,721","0,703","0,848","0,629"
Moema,1,0,7517,"0,3857","0,574","0,538","0,732","0,481"
Mogeiro,4,1,13284,"0,504","0,783","0,762","0,851","0,74"
Mogi das Cruzes,990,81,445842,"0,5487","0,774","0,74","0,852","0,736"
Mogi Gua?u,122,4,151888,"0,4457","0,784","0,767","0,879","0,715"
Mogi Gua?u,17,1,93189,"0,4457","0,784","0,767","0,879","0,715"
Moita Bonita,8,1,11335,"0,4443","0,587","0,596","0,792","0,429"
Moju,309,14,82094,"0,6325","0,582","0,549","0,735","0,489"
Momba?a,54,1,43797,"0,5406","0,719","0,746","0,82","0,607"
Mon??o,66,3,33434,"0,5201","0,772","0,731","0,814","0,773"
Mon??es,2,0,2259,"0,4322","0,748","0,728","0,875","0,657"
Monda?,0,0,11742,"0,4007","0,754","0,719","0,854","0,699"
Mongagu?,66,4,56702,"0,5232","0,65","0,612","0,819","0,548"
Monsenhor Gil,19,0,10564,"0,5015","0,561","0,591","0,739","0,404"
Monsenhor Hip?lito,8,1,7749,"0,5364","0,721","0,682","0,839","0,654"
Monsenhor Tabosa,43,3,17234,"0,5577","0,59","0,545","0,748","0,505"
Montadas,6,0,5669,"0,4751","0,613","0,586","0,799","0,492"
Montalv?nia,3,0,14877,"0,5439","0,667","0,679","0,816","0,535"
