Munic?pio,confirmed,deaths,estimated_population_2019,indice de Gini,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educacao 2010
Montanha,11,0,18833,"0,5257","0,557","0,553","0,7","0,447"
Montanhas,8,1,11251,"0,5465","0,764","0,79","0,852","0,662"
Montauri,5,0,1453,"0,3532","0,589","0,541","0,764","0,495"
Monte Alegre,21,2,58032,"0,5994","0,609","0,578","0,77","0,507"
Monte Alegre,19,1,22451,"0,5994","0,609","0,578","0,77","0,507"
Monte Alegre de Goi?s,1,0,8606,"0,6126","0,674","0,699","0,848","0,516"
Monte Alegre de Minas,8,0,21120,"0,4905","0,553","0,539","0,726","0,431"
Monte Alegre de Sergipe,3,0,15031,"0,5692","0,578","0,531","0,768","0,474"
Monte Alto,41,1,50498,"0,4204","0,785","0,781","0,861","0,72"
Monte Apraz?vel,6,1,25087,"0,5067","0,659","0,611","0,811","0,578"
Monte Azul,6,0,20854,"0,5191","0,753","0,733","0,843","0,69"
Monte Azul Paulista,7,0,19008,"0,465","0,688","0,677","0,847","0,567"
Monte Belo do Sul,5,1,2548,"0,334","0,643","0,648","0,804","0,511"
Monte Carlo,2,0,9866,"0,4588","0,728","0,716","0,868","0,62"
Monte Carmelo,7,0,47809,"0,4979","0,675","0,641","0,826","0,581"
Monte Castelo,1,0,8275,"0,3925","0,741","0,706","0,814","0,709"
Monte do Carmo,2,0,7947,"0,626","0,541","0,523","0,765","0,396"
Monte Mor,38,2,59772,"0,4557","0,607","0,645","0,762","0,454"
Monte Negro,2,0,15852,"0,4813","0,506","0,515","0,699","0,359"
Monte Santo,3,0,49418,"0,5517","0,71","0,689","0,874","0,595"
Monte Santo do Tocantins,0,0,2279,"0,4928","0,724","0,732","0,878","0,59"
Monte Si?o,23,0,23803,"0,4478","0,628","0,625","0,709","0,558"
Monteiro,22,0,33222,"0,5788","0,71","0,692","0,826","0,627"
Monteiro Lobato,1,0,4653,"0,4953","0,539","0,497","0,71","0,443"
Monteir?polis,7,0,7159,"0,4931","0,755","0,761","0,866","0,654"
Montenegro,61,1,65264,"0,5084","0,575","0,534","0,732","0,486"
Montes Altos,28,1,9160,"0,5774","0,77","0,707","0,868","0,744"
Montes Claros,67,2,409341,"0,5391","0,707","0,704","0,806","0,622"
Montividiu,1,0,13396,"0,4812","0,613","0,578","0,816","0,488"
Morada Nova,368,3,61890,"0,5264","0,696","0,688","0,83","0,59"
Mora?jo,57,1,8724,"0,5212","0,6","0,522","0,768","0,54"
Moreil?ndia,2,0,11270,"0,542","0,675","0,673","0,802","0,57"
Moreira Sales,2,0,12121,"0,4486","0,652","0,61","0,805","0,564"
Moreno,180,22,62784,"0,5259","0,714","0,735","0,86","0,576"
Morma?o,3,0,3085,"0,582","0,558","0,536","0,732","0,444"
Morpar?,6,0,8519,"0,5557","0,686","0,71","0,837","0,544"
Morretes,6,0,16406,"0,5475","0,588","0,524","0,76","0,511"
Morrinhos,115,4,22534,"0,5457","0,734","0,739","0,862","0,621"
Morrinhos,11,1,46136,"0,5457","0,734","0,739","0,862","0,621"
Morrinhos do Sul,5,0,2949,"0,483","0,712","0,716","0,836","0,604"
Morro Agudo,43,0,32968,"0,462","0,695","0,644","0,826","0,63"
Morro Cabe?a no Tempo,7,0,4532,"0,5957","0,738","0,732","0,825","0,665"
Morro da Fuma?a,11,0,17796,"0,3616","0,648","0,619","0,816","0,538"
Morro da Gar?a,1,1,2462,"0,4732","0,588","0,554","0,766","0,478"
Morro do Chap?u,2,0,35413,"0,5165","0,55","0,536","0,742","0,418"
Morro do Chap?u do Piau?,24,0,6796,"0,5304","0,597","0,622","0,809","0,422"
Morro Grande,2,0,2893,"0,5493","0,702","0,719","0,864","0,557"
Morro Reuter,0,0,6407,"0,3333","0,548","0,485","0,706","0,48"
Morros,73,2,19433,"0,5865","0,618","0,598","0,771","0,513"
Morungaba,18,0,13622,"0,4503","0,706","0,696","0,811","0,623"
Mossor?,986,48,297378,"0,534","0,664","0,701","0,849","0,493"
Motuca,3,0,4758,"0,4843","0,683","0,684","0,825","0,565"
Mozarl?ndia,0,0,15659,"0,4416","0,547","0,54","0,775","0,391"
Muan?,69,5,40349,"0,5671","0,665","0,661","0,813","0,547"
Mucaja?,53,0,17853,"0,7061","0,607","0,565","0,732","0,541"
Mucambo,103,1,14537,"0,5965","0,606","0,589","0,787","0,48"
Mucug?,4,0,9062,"0,5315","0,746","0,757","0,84","0,654"
Mu?um,9,0,4954,"0,3953","0,665","0,679","0,801","0,541"
Mucuri,26,0,41748,"0,5969","0,666","0,617","0,828","0,577"
Mucurici,4,1,5524,"0,489","0,702","0,711","0,873","0,558"
Muliterno,5,0,1893,"0,5148","0,607","0,551","0,759","0,534"
Mulungu,19,0,10823,"0,5653","0,565","0,548","0,778","0,423"
Mulungu,16,0,9902,"0,5653","0,565","0,548","0,778","0,423"
Mundo Novo,1,1,26776,"0,6585","0,634","0,642","0,812","0,488"
Mundo Novo,2,0,18366,"0,6585","0,634","0,642","0,812","0,488"
Munhoz,10,0,6029,"0,4901","0,726","0,704","0,856","0,634"
Muniz Ferreira,0,0,7422,"0,5203","0,645","0,637","0,821","0,512"
Muniz Freire,5,1,17465,"0,5205","0,549","0,488","0,761","0,445"
Muqui,25,2,15449,"0,5216","0,734","0,731","0,853","0,634"
Muria?,158,5,108763,"0,5167","0,626","0,575","0,771","0,554"
Muribeca,2,0,7625,"0,4923","0,527","0,542","0,685","0,395"
Murici,93,4,28236,"0,4894","0,53","0,489","0,777","0,391"
Muricil?ndia,0,0,3551,"0,5707","0,66","0,629","0,796","0,573"
Muritiba,3,1,29399,"0,5618","0,726","0,703","0,847","0,643"
Murutinga do Sul,3,0,4486,"0,4357","0,601","0,618","0,751","0,467"
Mutu?pe,15,0,22221,"0,6423","0,644","0,635","0,822","0,511"
Mutum,35,0,26979,"0,496","0,68","0,668","0,806","0,584"
Mutun?polis,1,0,3778,"0,5514","0,74","0,723","0,859","0,652"
Muzambinho,4,0,20569,"0,4675","0,585","0,64","0,831","0,377"
Nanuque,6,2,40750,"0,5149","0,765",784,"0,847","0,673"
N?o-Me-Toque,32,1,17624,"0,5076","0,675","0,632","0,822","0,592"
Naque,1,0,6996,"0,4389","0,718","0,659","0,839","0,67"
Natal,2576,85,884122,"0,6217","0,671","0,641","0,846","0,557"
Natividade,16,1,15317,"0,6082","0,673","0,646","0,847","0,556"
Natividade,0,0,9244,"0,6082","0,673","0,646","0,847","0,556"
Natuba,7,0,10454,"0,5442","0,736","0,731","0,873","0,624"
Navegantes,239,6,81475,"0,4463","0,7","0,715","0,803","0,597"
Navira?,11,0,54878,"0,4822","0,641","0,637","0,777","0,532"
Nazar?,3,0,28525,"0,5266","0,643","0,584","0,792","0,576"
Nazar?,2,0,3898,"0,5266","0,643","0,584","0,792","0,576"
Nazar? da Mata,64,11,32471,"0,5107","0,576","0,531","0,707","0,51"
Nazar? do Piau?,1,0,7339,"0,5668","0,678","0,681","0,818","0,559"
Nazar? Paulista,19,2,18524,"0,4746","0,69","0,662","0,83","0,597"
Nazareno,1,0,8608,"0,4796","0,562","0,528","0,747","0,449"
Naz?ria,3,1,8570,"0,5066","0,71","0,702","0,808","0,631"
Ne?polis,6,1,18719,"0,5692","0,667","0,658","0,822","0,549"
Nepomuceno,2,0,26769,"0,4488","0,721","0,681","0,82","0,671"
Ner?polis,8,1,29850,"0,4345","0,754","0,737","0,823","0,707"
Neves Paulista,5,0,8930,"0,4056","0,586","0,513","0,779","0,503"
Nhamund?,51,2,21173,"0,6586","0,751","0,755","0,835","0,672"
Nhandeara,3,0,11478,"0,4995","0,753","0,772","0,839","0,66"
Nicolau Vergueiro,2,0,1682,"0,5288","0,547","0,531","0,762","0,404"
Nilo Pe?anha,3,1,13997,"0,553","0,753","0,731","0,817","0,716"
Nil?polis,284,36,162485,"0,4805","0,585","0,474","0,774","0,547"
Nina Rodrigues,45,0,14454,"0,6281","0,556","0,525","0,784","0,418"
Ninheira,1,0,10295,"0,5275","0,639","0,658","0,822","0,483"
Nipo?,1,0,5213,"0,3705","0,715","0,709","0,806","0,64"
Niquel?ndia,3,0,46388,"0,5393","0,622","0,601","0,773","0,518"
N?sia Floresta,33,1,27602,"0,5356","0,837","0,887","0,854","0,773"
Niter?i,2747,102,513584,"0,5983","0,699","0,675","0,827","0,611"
Nobres,3,0,15336,"0,4696","0,702","0,703","0,833","0,591"
Nonoai,35,1,11695,"0,5068","0,56","0,507","0,743","0,467"
Nordestina,4,0,13130,"0,5416","0,594","0,52","0,801","0,502"
Normandia,5,0,11290,"0,712","0,702","0,653","0,793","0,668"
Nossa Senhora Aparecida,1,0,8796,"0,5539","0,587","0,591","0,75","0,456"
Nossa Senhora da Gl?ria,136,1,36924,"0,528","0,6","0,579","0,749","0,497"
Nossa Senhora das Dores,28,0,26629,"0,5211","0,709","0,679","0,832","0,631"
Nossa Senhora de Lourdes,7,1,6483,"0,5","0,586","0,557","0,78","0,462"
Nossa Senhora do Livramento,7,0,13216,"0,4947","0,664","0,62","0,811","0,581"
Nossa Senhora do Socorro,472,16,183628,"0,498","0,533","0,503","0,732","0,411"
Nossa Senhora dos Rem?dios,6,1,8692,"0,4854","0,738","0,71","0,826","0,684"
Nova Alian?a,0,0,6973,"0,3917","0,717","0,673","0,794","0,691"
Nova Alian?a do Iva?,1,0,1543,"0,3423","0,74","0,763","0,838","0,634"
Nova Alvorada do Sul,1,0,21882,"0,5881","0,678","0,647","0,796","0,604"
Nova Am?rica,1,0,2352,"0,3667","0,698","0,655","0,809","0,643"
Nova Andradina,11,0,54374,"0,487","0,785","0,796","0,843","0,722"
Nova Ara??,26,1,4759,"0,4509","0,747","0,703","0,849","0,697"
Nova Aurora,2,0,10472,"0,5683","0,733","0,726","0,844","0,642"
Nova Bassano,16,0,9916,"0,3724","0,592","0,563","0,768","0,481"
Nova Bel?m,1,0,3190,"0,5147","0,768","0,764","0,836","0,708"
Nova Brasil?ndia D'Oeste,4,0,20474,"0,5688","0,778","0,836","0,847","0,666"
Nova Br?scia,8,0,3330,"0,5781","0,651","0,598","0,799","0,577"
Nova Campina,1,0,9755,"0,468","0,545","0,554","0,789","0,37"
Nova Colinas,2,0,5384,"0,5452","0,643","0,674","0,813","0,485"
Nova Cruz,29,1,37343,"0,527","0,709","0,675","0,825","0,639"
Nova Erechim,15,0,5019,"0,4446","0,722","0,723","0,829","0,628"
Nova Esperan?a,10,0,27904,"0,4693","0,502","0,482","0,757","0,346"
Nova Esperan?a do Piri?,136,4,21368,"0,6405","0,714","0,714","0,805","0,633"
Nova Europa,9,0,11186,"0,3927","0,597","0,575","0,738","0,501"
Nova F?tima,1,0,7812,"0,4432","0,688","0,681","0,819","0,584"
Nova F?tima,2,0,8153,"0,4432","0,688","0,681","0,819","0,584"
Nova Floresta,1,0,10638,"0,5212","0,745","0,758","0,846","0,645"
Nova Friburgo,174,19,190631,"0,5153","0,681","0,657","0,816","0,589"
Nova Gl?ria,10,0,8164,"0,4893","0,739","0,727","0,818","0,68"
Nova Granada,7,1,21500,"0,4487","0,688","0,671","0,812","0,597"
Nova Guarita,3,0,4519,"0,5155","0,726","0,707","0,842","0,644"
Nova Guataporanga,5,0,2316,"0,4139","0,689","0,694","0,836","0,563"
Nova Hartz,1,0,21615,"0,3518","0,57","0,62","0,714","0,419"
Nova Ibi?,1,0,6591,"0,5635","0,713","0,691","0,818","0,641"
Nova Igua?u,1453,165,821128,"0,5141","0,655","0,642","0,812","0,54"
Nova Iorque,0,0,4683,"0,5302","0,581","0,59","0,766","0,435"
Nova Ipixuna,35,3,16678,"0,5978","0,736","0,753","0,876","0,605"
Nova Itaberaba,1,0,4331,"0,5448","0,524","0,508","0,729","0,389"
Nova Lacerda,4,0,6640,"0,5304","0,642","0,614","0,833","0,517"
Nova Lima,154,0,94889,"0,6914","0,758","0,735","0,856","0,691"
Nova Londrina,10,0,13213,"0,4986","0,743","0,705","0,808","0,719"
Nova Mamor?,16,3,30583,"0,5357","0,704","0,68","0,823","0,623"
Nova Maring?,1,0,8641,"0,4962","0,63","0,61","0,779","0,527"
Nova Monte Verde,1,0,9178,"0,5092","0,758","0,773","0,837","0,673"
Nova Mutum,31,1,45378,"0,5218","0,595","0,621","0,793","0,427"
Nova Odessa,39,2,60174,"0,4236","0,682","0,704","0,804","0,561"
Nova Ol?mpia,4,0,20301,"0,3991","0,71","0,699","0,813","0,631"
Nova Olinda,8,0,15565,"0,5329","0,573","0,557","0,744","0,453"
Nova Olinda,2,0,5949,"0,5329","0,573","0,557","0,744","0,453"
Nova Olinda,76,1,11819,"0,5329","0,573","0,557","0,744","0,453"
Nova Olinda do Maranh?o,116,0,20928,"0,4761","0,558","0,541","0,78","0,412"
Nova Olinda do Norte,95,7,37378,"0,6337","0,761","0,762","0,852","0,678"
Nova Palma,0,0,6512,"0,5386","0,595","0,567","0,762","0,488"
Nova Palmeira,2,0,4906,"0,4587","0,78","0,775","0,89","0,688"
Nova Petr?polis,2,0,21353,"0,4428","0,701","0,734","0,835","0,562"
Nova Ponte,2,0,15545,"0,5315","0,641","0,584","0,811","0,556"
Nova Porteirinha,2,0,7500,"0,4077","0,766","0,782","0,839","0,686"
Nova Prata,13,0,27257,"0,4477","0,716","0,711","0,798","0,646"
Nova Rosal?ndia,1,0,4260,"0,5437","0,614","0,585","0,754","0,524"
Nova Russas,33,1,32328,"0,5097","0,68","0,668","0,799","0,588"
Nova Santa Helena,4,0,3718,"0,6421","0,554","0,52","0,77","0,425"
Nova Santa Rita,0,0,4374,"0,6312","0,718","0,716","0,853","0,606"
Nova Santa Rita,3,0,29300,"0,6312","0,718","0,716","0,853","0,606"
Nova Serrana,17,1,102693,"0,3606","0,555","0,548","0,712","0,439"
Nova Soure,10,0,26947,"0,5786","0,651","0,632","0,788","0,553"
Nova Timboteua,31,0,15363,"0,5192","0,748","0,749","0,891","0,628"
Nova Trento,4,0,14549,"0,3632","0,669","0,694","0,816","0,529"
Nova Ubirat?,17,0,11982,"0,5216","0,662","0,624","0,818","0,568"
Nova Uni?o,0,0,6970,"0,4665","0,587","0,608","0,753","0,442"
Nova Ven?cia,31,1,50110,"0,4865","0,718","0,671","0,837","0,66"
Nova Veneza,3,0,9853,"0,4022","0,768","0,741","0,869","0,703"
Nova Veneza,37,0,15166,"0,4022","0,768","0,741","0,869","0,703"
Nova Vi?osa,23,0,43376,"0,623","0,704","0,713","0,8","0,613"
Nova Xavantina,1,0,21374,"0,5342","0,719","0,712","0,822","0,634"
Novais,1,0,5830,"0,4523","0,639","0,618","0,797","0,53"
Novo Acordo,1,0,4342,"0,551","0,57","0,551","0,776","0,434"
Novo Air?o,130,5,19454,"0,6037","0,699","0,642","0,812","0,654"
Novo Alegre,0,0,2332,"0,529","0,554","0,532","0,759","0,421"
Novo Aripuan?,158,6,25644,"0,5749","0,706","0,734","0,808","0,594"
Novo Barreiro,1,0,4164,"0,6229","0,699","0,691","0,828","0,598"
Novo Cruzeiro,2,1,31331,"0,5383","0,684","0,664","0,851","0,567"
Novo Gama,65,2,115711,"0,4945","0,747","0,778","0,852","0,629"
Novo Hamburgo,147,4,246748,"0,5387","0,597","0,558","0,757","0,503"
Novo Horizonte,17,0,41052,"0,5762","0,706","0,7","0,846","0,594"
Novo Horizonte do Oeste,2,0,8538,"0,5214","0,649","0,656","0,798","0,523"
Novo Jardim,0,0,2722,"0,4495","0,521","0,546","0,69","0,375"
Novo Lino,2,1,12690,"0,5525","0,663","0,674","0,796","0,543"
Novo Mundo,12,0,9178,"0,5311","0,605","0,552","0,763","0,526"
Novo Oriente,12,2,28607,"0,6104","0,555","0,568","0,754","0,4"
Novo Planalto,1,0,4495,"0,506","0,673","0,709","0,828","0,519"
Novo Progresso,36,0,25762,"0,5563","0,537","0,557","0,741","0,376"
Novo Repartimento,18,3,75919,"0,5957","0,653","0,64","0,829","0,526"
Novo Santo Ant?nio,3,0,2640,"0,5628","0,528","0,536","0,702","0,392"
Novo Santo Ant?nio,1,0,2991,"0,5628","0,528","0,536","0,702","0,392"
Novo Triunfo,2,0,15440,"0,5197","0,767","0,749","0,85","0,708"
Novo Xingu,0,0,1719,"0,4142","0,616","0,582","0,804","0,5"
Nuporanga,2,0,7432,"0,4488","0,594","0,556","0,756","0,499"
?bidos,9,1,52137,"0,5914","0,594","0,524","0,771","0,519"
Ocara,114,6,25703,"0,5326","0,717","0,679","0,83","0,653"
Oeiras,60,0,37029,"0,5873","0,507","0,502","0,754","0,344"
Oeiras do Par?,227,15,32512,"0,5716","0,658","0,693","0,779","0,527"
Oiapoque,269,5,27270,"0,694","0,636","0,638","0,823","0,49"
Olaria,2,0,1747,"0,4222","0,73","0,713","0,858","0,637"
Olho d'?gua,9,0,6526,"0,5557","0,589","0,551","0,754","0,491"
Olho d'?gua das Cunh?s,141,2,19505,"0,5425","0,565","0,568","0,752","0,422"
Olho d'?gua das Flores,26,0,21688,"0,5576","0,525","0,527","0,785","0,35"
Olho d'?gua do Casado,5,0,9373,"0,5503","0,576","0,537","0,746","0,477"
Olho D'?gua do Piau?,8,0,2459,"0,566","0,503","0,473","0,673","0,399"
Olho d'?gua Grande,8,0,5123,"0,592","0,585","0,577","0,719","0,482"
Olho-d'?gua do Borges,2,0,4258,"0,4914","0,626","0,607","0,812","0,498"
Olhos-d'?gua,0,0,6096,"0,4617","0,773","0,737","0,867","0,724"
Ol?mpia,50,2,54772,"0,4429","0,674","0,656","0,809","0,577"
Olinda,2507,167,392482,"0,5678","0,575","0,495","0,724","0,531"
Olinda Nova do Maranh?o,57,3,14701,"0,6022","0,559","0,534","0,81","0,403"
Olindina,2,0,28229,"0,5967","0,603","0,531","0,766","0,54"
Olivedos,2,0,3932,"0,509","0,699","0,691","0,842","0,587"
Oliveira,5,0,41687,"0,458","0,675","0,627","0,798","0,614"
Oliveira de F?tima,6,0,1112,"0,572","0,554","0,533","0,747","0,427"
Oliveira dos Brejinhos,12,0,21825,"0,5726","0,635","0,616","0,794","0,523"
Oliven?a,7,0,11624,"0,5611","0,663","0,646","0,806","0,559"
Onda Verde,2,0,4381,"0,3511","0,637","0,627","0,824","0,5"
Oriente,0,0,6515,"0,4519","0,767","0,719","0,824","0,762"
Oriximin?,25,4,73096,"0,6535","0,562","0,551","0,778","0,414"
Oriz?nia,3,0,8018,"0,5562","0,715","0,722","0,827","0,612"
Orl?ndia,14,3,44028,"0,5034","0,755","0,749","0,873","0,657"
Orleans,21,0,22912,"0,4717","0,61","0,545","0,787","0,528"
Orob?,8,1,23884,"0,5315","0,61","0,536","0,766","0,553"
Oroc?,3,1,14991,"0,5195","0,636","0,582","0,793","0,557"
Or?s,40,0,21427,"0,4938","0,609","0,632","0,811","0,441"
Ortigueira,1,0,22141,"0,5121","0,776","0,776","0,84","0,718"
Osasco,2677,302,698418,"0,5459","0,749","0,713","0,823","0,715"
Os?rio,29,1,45994,"0,5344","0,762","0,74","0,837","0,713"
Osvaldo Cruz,4,0,32879,"0,4727","0,74","0,713","0,835","0,681"
Otac?lio Costa,2,0,18744,"0,4161","0,568","0,575","0,727","0,438"
Our?m,47,1,17842,"0,6305","0,607","0,572","0,779","0,503"
Ouri?angas,1,0,8564,"0,4552","0,572","0,578","0,773","0,419"
Ouricuri,19,1,69459,"0,6209","0,624","0,653","0,795","0,467"
Ouril?ndia do Norte,223,0,32832,"0,5812","0,778","0,753","0,859","0,727"
Ourinhos,74,4,113542,"0,5117","0,72","0,721","0,803","0,644"
Ouro,2,0,7295,"0,4549","0,547","0,538","0,7","0,434"
Ouro Branco,10,0,11496,"0,4315","0,764","0,753","0,872","0,68"
Ouro Branco,13,0,39500,"0,4315","0,764","0,753","0,872","0,68"
Ouro Branco,1,0,4812,"0,4315","0,764","0,753","0,872","0,68"
Ouro Fino,11,1,33639,"0,4623","0,741","0,721","0,834","0,677"
Ouro Preto,24,1,74281,"0,5109","0,682","0,687","0,812","0,569"
Ouro Preto do Oeste,26,0,36035,"0,4947","0,614","0,585","0,764","0,518"
Ouro Velho,1,0,3039,"0,483","0,695","0,696","0,79","0,611"
Ouroeste,1,0,10361,"0,4358","0,56","0,547","0,701","0,459"
Ourol?ndia,0,0,17451,"0,5336","0,747","0,721","0,83","0,697"
Pacaembu,16,1,14197,"0,4579","0,515","0,541","0,746","0,338"
Pacaj?,68,4,47706,"0,6628","0,659","0,609","0,788","0,596"
Pacajus,204,11,72203,"0,4786","0,65","0,624","0,788","0,558"
Pacaraima,96,3,17401,"0,7429","0,675","0,605","0,779","0,652"
Pacatuba,462,32,83432,"0,4652","0,555","0,514","0,731","0,454"
Pacatuba,14,0,14428,"0,4652","0,555","0,514","0,731","0,454"
Pa?o do Lumiar,373,33,122197,"0,5067","0,635","0,571","0,773","0,58"
Pacoti,33,2,12261,"0,5105","0,621","0,562","0,745","0,571"
Pacuj?,14,0,6533,"0,5018","0,651","0,67","0,801","0,515"
Padre Bernardo,46,0,33835,"0,5716","0,599","0,575","0,795","0,471"
Padre Marcos,1,0,6868,"0,5302","0,596","0,556","0,797","0,478"
Padre Para?so,10,0,20154,"0,551","0,575","0,537","0,721","0,492"
Paial,12,0,1505,"0,4366","0,716","0,697","0,833","0,632"
Pai?andu,3,0,41281,"0,369","0,706","0,725","0,87","0,558"
Paim Filho,3,0,3828,"0,4655","0,669","0,691","0,824","0,526"
Palestina,2,0,5011,"0,604","0,732","0,717","0,848","0,645"
Palestina,1,0,12957,"0,604","0,732","0,717","0,848","0,645"
Palestina do Par?,6,1,7589,"0,5611","0,638","0,572","0,723","0,628"
Palhano,11,1,9386,"0,47","0,757","0,752","0,859","0,672"
Palho?a,126,1,171797,"0,4031","0,703","0,663","0,841","0,623"
Palma Sola,2,0,7423,"0,5048","0,622","0,59","0,742","0,551"
Palm?cia,63,3,13322,"0,6364","0,622","0,588","0,744","0,55"
Palmares,208,20,63250,"0,5175","0,715","0,725","0,852","0,592"
Palmares Paulista,3,1,13275,"0,341","0,66","0,687","0,827","0,505"
Palmas,6,0,50986,"0,5914","0,788","0,789","0,827","0,749"
Palmas,425,6,299127,"0,5914","0,788","0,789","0,827","0,749"
Palmeira,3,0,33877,"0,5864","0,671","0,655","0,827","0,557"
Palmeira,1,0,2627,"0,5864","0,671","0,655","0,827","0,557"
Palmeira das Miss?es,39,0,33303,"0,5304","0,557","0,57","0,704","0,431"
Palmeira d'Oeste,5,0,9283,"0,4283","0,638","0,625","0,794","0,523"
Palmeira dos ?ndios,100,3,73218,"0,5745","0,562","0,515","0,776","0,443"
Palmeirais,5,1,14539,"0,588","0,556","0,488","0,715","0,492"
Palmeir?ndia,28,1,19722,"0,5755","0,571","0,564","0,756","0,436"
Palmeirante,0,0,6026,"0,5754","0,643","0,608","0,782","0,56"
Palmeiras,1,0,9019,"0,5834","0,698","0,698","0,815","0,598"
Palmeiras de Goi?s,9,1,28858,"0,4464","0,628","0,586","0,81","0,522"
Palmeiras do Tocantins,8,0,6658,"0,5096","0,549","0,554","0,681","0,438"
Palmeirina,5,1,7693,"0,5336","0,673","0,652","0,817","0,571"
Palmeir?polis,1,0,7659,"0,5263","0,73","0,734","0,804","0,659"
Palmin?polis,1,1,3585,"0,5292","0,639","0,647","0,791","0,511"
Palmital,4,0,22221,"0,4648","0,746","0,727","0,814","0,702"
Palmitos,46,1,16169,"0,4682","0,565","0,559","0,738","0,437"
Palotina,12,0,31846,"0,4823","0,686","0,688","0,818","0,574"
Panambi,1,0,43667,"0,4543","0,667","0,648","0,815","0,562"
Pancas,61,0,23184,"0,504","0,569","0,546","0,778","0,433"
Panelas,20,1,26474,"0,5724","0,722","0,724","0,814","0,639"
Panorama,4,1,15777,"0,4643","0,661","0,676","0,816","0,524"
P?o de A??car,17,1,24399,"0,5714","0,666","0,65","0,833","0,545"
Papagaios,3,0,15674,"0,5014","0,704","0,691","0,836","0,603"
Papanduva,14,3,19320,"0,4791","0,509","0,519","0,731","0,348"
Par? de Minas,15,0,93969,"0,4348","0,72","0,689","0,812","0,666"
Paracambi,185,13,52257,"0,4718","0,744","0,704","0,854","0,685"
Paracatu,44,1,93158,"0,5151","0,637","0,597","0,746","0,581"
Paracuru,155,10,35076,"0,5525","0,645","0,667","0,781","0,514"
Paragominas,521,42,113145,"0,6151","0,715","0,69","0,85","0,623"
Paragua?u,4,0,21513,"0,4196","0,762","0,717","0,836","0,739"
Paragua?u Paulista,1,0,45703,"0,4641","0,773","0,787","0,866","0,679"
Para?,11,0,7657,"0,4772","0,702","0,697","0,812","0,61"
Para?ba do Sul,135,4,44285,"0,5081","0,58","0,572","0,723","0,473"
Paraibano,35,0,21386,"0,5708","0,719","0,709","0,815","0,642"
Paraibuna,10,0,18222,"0,5208","0,634","0,574","0,738","0,602"
Paraipaba,141,8,32744,"0,5116","0,7","0,728","0,833","0,565"
Para?so do Norte,13,1,13830,"0,4775","0,676","0,692","0,831","0,537"
Para?so do Sul,1,0,7611,"0,3743","0,764","0,759","0,831","0,706"
Para?so do Tocantins,74,3,51252,"0,6287","0,729","0,692","0,852","0,657"
Parais?polis,9,2,21083,"0,4727","0,57","0,526","0,764","0,46"
Parambu,46,6,31521,"0,5352","0,615","0,604","0,776","0,496"
Paramirim,5,1,21607,"0,5134","0,583","0,515","0,741","0,518"
Paramoti,20,1,12226,"0,5286","0,589","0,532","0,776","0,496"
Paran?,2,0,4254,"0,4992","0,595","0,588","0,777","0,461"
Paran?,0,0,10449,"0,6539","0,717","0,689","0,839","0,638"
Paranacity,6,0,11472,"0,4025","0,75","0,733","0,852","0,676"
Paranagu?,54,4,154936,"0,5235","0,721","0,727","0,823","0,627"
Parana?ba,6,1,42148,"0,5007","0,711","0,702","0,836","0,613"
Paranaiguara,1,0,10057,"0,4393","0,672","0,677","0,809","0,555"
Parana?ta,1,0,11225,"0,5396","0,717","0,697","0,839","0,631"
Paranapanema,3,0,20197,"0,4954","0,709","0,68","0,834","0,629"
Paranapoema,2,0,3203,"0,4323","0,732","0,712","0,842","0,655"
Paranatama,4,0,11523,"0,5504","0,667","0,679","0,82","0,532"
Paranava?,93,6,88374,"0,4805","0,588","0,566","0,811","0,444"
Paranhos,1,0,14228,"0,6555","0,694","0,674","0,793","0,625"
Paraopeba,8,0,24540,"0,4568","0,737","0,693","0,83","0,696"
Parapu?,2,0,10964,"0,4203","0,584","0,583","0,733","0,467"
